,GoogleMapsAddress,TimeCrawled,PostalCode,Latitude,Longitude,StreetNumber,StreetAddress,Neighborhood,Borough,County,State,PostalSuffix,CurrentOverallRanking,PlaceID,OutageCustomers,Problem,CrewStatus,Cause,UniqueID,DateCrawled,TimeStampCrawled,DateFixed
81009,5,33:23.0,,40.6222529,-74.1897225,,5th Street,Bloomfield,Staten Island,Richmond County,New York,,,ChIJSfigXuBMwokR5oWoCgr6oyk,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-02-22T05:00:00.000Z,1645551204,2022-02-24T07:04:11.000Z
81010,53,48:12.0,,40.7425847,-73.9119083,,53rd Street,,Queens,Queens County,New York,,,ChIJucxSEOBewokRCxjIC5we7N8,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-22T05:00:00.000Z,1645570092,2022-02-23T06:59:45.000Z
81015,12,32:17.0,,40.763219,-73.9376519,,12th Street,,Queens,Queens County,New York,,,ChIJia9ZYstYwokRS93id9ZwjAA,11,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-21T05:00:00.000Z,1645450338,2022-02-22T00:54:27.000Z
81016,14,06:38.0,,40.7313474,-73.9825664,,East 14th Street,,Manhattan,New York County,New York,,,ChIJdbZlH55ZwokRNXGFKDIfbHA,2,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-02-21T05:00:00.000Z,1645488398,2022-02-22T09:56:02.000Z
81019,28,26:17.0,,40.7750319,-73.9151958,,28th Street,,Queens,Queens County,New York,,,ChIJ3UYfK11fwokRxR9-ffkJUKs,4,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-21T05:00:00.000Z,1645496778,2022-02-22T18:57:37.000Z
81020,40,33:04.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,8,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-21T05:00:00.000Z,1645450385,2022-02-22T00:54:28.000Z
81029,45,18:36.0,,40.7560956,-73.7793278,,45th Drive,,Queens,Queens County,New York,,,ChIJVaDePNthwokR8VamRLzokZg,8,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-21T05:00:00.000Z,1645449516,2022-02-21T21:53:57.000Z
81034,5,19:32.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-21T05:00:00.000Z,1645449573,2022-02-22T00:54:28.000Z
81038,74,42:07.0,,40.7287062,-73.8871963,,74th Street,,Queens,Queens County,New York,,,ChIJQXVE81hewokRjCkkTQb_zlE,1,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,1,2022-02-21T05:00:00.000Z,1645504928,2022-02-22T15:57:06.000Z
81039,8,53:46.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,2,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-21T05:00:00.000Z,1645448027,2022-02-22T00:54:28.000Z
81041,10 PINEVIEW RD,59:06.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645340347,2022-02-21T09:51:34.000Z
81042,11,28:17.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Weather-Related,1,2022-02-20T05:00:00.000Z,1645334897,2022-02-21T09:51:35.000Z
81043,12,57:45.0,,40.763219,-73.9376519,,12th Street,,Queens,Queens County,New York,,,ChIJia9ZYstYwokRS93id9ZwjAA,1,Wires Down,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645336665,2022-02-21T09:51:35.000Z
81045,12 PINEVIEW RD,59:07.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645340347,2022-02-21T09:51:35.000Z
81046,13,01:58.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645336918,2022-02-21T09:51:35.000Z
81047,16,24:21.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,2,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Weather-Related,1,2022-02-20T05:00:00.000Z,1645406662,2022-02-21T12:52:12.000Z
81049,170 JUNIPER DR,03:44.0,,40.8356545,-73.9055843,,East 170th Street,West Bronx,Bronx,Bronx County,New York,,,ChIJ5zRQakT0wokRLJR8tGnf1kE,1,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645376625,2022-02-21T09:51:35.000Z
81050,18,43:47.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645404228,2022-02-21T15:52:51.000Z
81051,2 PINEVIEW RD,52:54.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645336374,2022-02-21T09:51:36.000Z
81052,20 PINEVIEW RD,52:07.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645339927,2022-02-21T09:51:36.000Z
81053,21 PINEVIEW RD,52:10.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645339930,2022-02-21T09:51:36.000Z
81054,214,24:14.0,,40.7303436,-73.7553908,,214th Street,,Queens,Queens County,New York,,,ChIJISqpz4VhwokR83D1-Y1G7GY,50,Wires Down,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645341855,2022-02-21T09:51:36.000Z
81055,22 PINEVIEW RD,52:08.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645339928,2022-02-21T09:51:36.000Z
81056,229 SURREY DR,51:16.0,,40.7239437,-73.786092,,Surrey Place,Jamaica Estates,Queens,Queens County,New York,,,ChIJGxEy5QZhwokRQF75jdanMWM,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645347076,2022-02-21T09:51:36.000Z
81057,23 PINEVIEW RD,52:09.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645339930,2022-02-21T09:51:36.000Z
81058,239 SURREY DR,12:40.0,,40.7239437,-73.786092,,Surrey Place,Jamaica Estates,Queens,Queens County,New York,,,ChIJGxEy5QZhwokRQF75jdanMWM,1,Area Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645344760,2022-02-21T09:51:36.000Z
81059,24 PINEVIEW RD,52:07.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645339928,2022-02-21T09:51:36.000Z
81060,246 SURREY DR,12:41.0,,40.7239437,-73.786092,,Surrey Place,Jamaica Estates,Queens,Queens County,New York,,,ChIJGxEy5QZhwokRQF75jdanMWM,1,Area Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645344762,2022-02-21T09:51:36.000Z
81061,249 SURREY DR,12:40.0,,40.7239437,-73.786092,,Surrey Place,Jamaica Estates,Queens,Queens County,New York,,,ChIJGxEy5QZhwokRQF75jdanMWM,1,Area Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645344761,2022-02-21T09:51:36.000Z
81062,25,19:33.0,,40.7206101,-73.8419108,,New York State Route 25,,,,New York,,,EhhOWS0yNSwgTmV3IFlvcmssIE5ZLCBVU0EiLiosChQKEgmhOnKybz_oiREdmqBEuCTYghIUChIJOwg_06VPwokRYv534QaPC8g,4,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Weather-Related,1,2022-02-20T05:00:00.000Z,1645406374,2022-02-21T09:51:36.000Z
81063,25 PINEVIEW RD,52:09.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645339929,2022-02-21T09:51:36.000Z
81064,267 SURREY DR,38:28.0,,40.7480238,-73.7053578,,267th Street,,Queens,Queens County,New York,,,ChIJ477uvnpiwokRiBNg3U8AI0o,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645346308,2022-02-21T09:51:36.000Z
81065,27 PINEVIEW RD,52:09.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645339930,2022-02-21T09:51:36.000Z
81066,28,34:03.0,,40.7750319,-73.9151958,,28th Street,,Queens,Queens County,New York,,,ChIJ3UYfK11fwokRxR9-ffkJUKs,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645403643,2022-02-21T15:52:52.000Z
81067,285 SURREY DR,20:07.0,,40.7239437,-73.786092,,Surrey Place,Jamaica Estates,Queens,Queens County,New York,,,ChIJGxEy5QZhwokRQF75jdanMWM,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645345208,2022-02-21T09:51:36.000Z
81068,288 SURREY DR,20:03.0,,40.7239437,-73.786092,,Surrey Place,Jamaica Estates,Queens,Queens County,New York,,,ChIJGxEy5QZhwokRQF75jdanMWM,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645345203,2022-02-21T09:51:36.000Z
81069,29 PINEVIEW RD,52:06.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645339927,2022-02-21T09:51:36.000Z
81071,293 SURREY DR,20:06.0,,40.7239437,-73.786092,,Surrey Place,Jamaica Estates,Queens,Queens County,New York,,,ChIJGxEy5QZhwokRQF75jdanMWM,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645345207,2022-02-21T09:51:36.000Z
81074,3 PINEVIEW RD,59:09.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645340350,2022-02-21T09:51:36.000Z
81077,301 SURREY DR,20:03.0,,40.7239437,-73.786092,,Surrey Place,Jamaica Estates,Queens,Queens County,New York,,,ChIJGxEy5QZhwokRQF75jdanMWM,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645345204,2022-02-21T09:51:36.000Z
81078,304 SURREY DR,20:06.0,,40.7239437,-73.786092,,Surrey Place,Jamaica Estates,Queens,Queens County,New York,,,ChIJGxEy5QZhwokRQF75jdanMWM,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645345206,2022-02-21T09:51:36.000Z
81080,309 SURREY DR,20:04.0,,40.7239437,-73.786092,,Surrey Place,Jamaica Estates,Queens,Queens County,New York,,,ChIJGxEy5QZhwokRQF75jdanMWM,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645345204,2022-02-21T09:51:36.000Z
81081,31 PINEVIEW RD,52:06.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645339927,2022-02-21T09:51:36.000Z
81083,312 SURREY DR,20:05.0,,40.7239437,-73.786092,,Surrey Place,Jamaica Estates,Queens,Queens County,New York,,,ChIJGxEy5QZhwokRQF75jdanMWM,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645345206,2022-02-21T09:51:37.000Z
81085,319 SURREY DR,20:07.0,,40.7239437,-73.786092,,Surrey Place,Jamaica Estates,Queens,Queens County,New York,,,ChIJGxEy5QZhwokRQF75jdanMWM,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645345208,2022-02-21T09:51:37.000Z
81087,320 SURREY DR,20:06.0,,40.7239437,-73.786092,,Surrey Place,Jamaica Estates,Queens,Queens County,New York,,,ChIJGxEy5QZhwokRQF75jdanMWM,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645345207,2022-02-21T09:51:37.000Z
81090,329 SURREY DR,20:05.0,,40.7239437,-73.786092,,Surrey Place,Jamaica Estates,Queens,Queens County,New York,,,ChIJGxEy5QZhwokRQF75jdanMWM,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645345205,2022-02-21T09:51:37.000Z
81092,4 PINEVIEW RD,59:09.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645340349,2022-02-21T09:51:37.000Z
81098,4A PINEVIEW RD,59:08.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645340349,2022-02-21T09:51:37.000Z
81103,7,03:25.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,5,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645333406,2022-02-21T09:51:39.000Z
81104,7 PINEVIEW RD,59:08.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645340349,2022-02-21T09:51:39.000Z
81105,77,42:36.0,,40.676729,-73.859832,,77th Street,,Queens,Queens County,New York,,,ChIJ5VXvfuldwokRD7aP03d-SPw,63,Wires Down,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645342956,2022-02-21T09:51:39.000Z
81107,8 OAK HILL CIRC,21:03.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645395663,2022-02-21T09:51:39.000Z
81108,8 PINEVIEW RD,59:08.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645340348,2022-02-21T09:51:39.000Z
81109,82 HUDSON POINT LA,50:27.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-02-20T05:00:00.000Z,1645393827,2022-02-21T09:51:39.000Z
81110,9 PINEVIEW RD,59:07.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645340348,2022-02-21T09:51:39.000Z
81111,95 CROW HILL RD,47:37.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-20T05:00:00.000Z,1645364858,2022-02-21T09:51:39.000Z
81112,97,50:07.0,,40.6828329,-73.843272,,97th Street,,Queens,Queens County,New York,,,ChIJ4WsbNvZdwokRnl-tymZouB0,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-02-20T05:00:00.000Z,1645393808,2022-02-21T09:51:40.000Z
81115,10 BALTUSROL DR,58:18.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-15T05:00:00.000Z,1644958698,2022-02-21T09:51:34.000Z
81116,11 BALTUSROL DR,58:17.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-15T05:00:00.000Z,1644958698,2022-02-21T09:51:35.000Z
81117,19,05:25.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-15T05:00:00.000Z,1644959126,2022-02-21T09:51:36.000Z
81118,3 BALTUSROL DR,58:18.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-15T05:00:00.000Z,1644958699,2022-02-21T09:51:36.000Z
81119,4 BALTUSROL DR,58:15.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-15T05:00:00.000Z,1644958696,2022-02-21T09:51:37.000Z
81120,5,27:20.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,4,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-15T05:00:00.000Z,1644960440,2022-02-21T12:52:17.000Z
81121,5 BALTUSROL DR,58:16.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-15T05:00:00.000Z,1644958697,2022-02-21T09:51:37.000Z
81122,6 BALTUSROL DR,58:19.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-15T05:00:00.000Z,1644958699,2022-02-21T09:51:38.000Z
81123,7 BALTUSROL DR,58:14.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-15T05:00:00.000Z,1644958695,2022-02-21T09:51:39.000Z
81124,8,58:13.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-15T05:00:00.000Z,1644958694,2022-02-21T09:51:39.000Z
81125,10,35:24.0,,40.6950083,-74.0123851,,,,New York's 10th Congressional District,,New York,,,ChIJdQeMZoVcwokRukrmBywStHk,2,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-14T05:00:00.000Z,1644834925,2022-02-14T20:12:33.000Z
81126,10 ROLLING HILLS LA,22:51.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-14T05:00:00.000Z,1644866572,2022-02-15T05:14:09.000Z
81127,11 ROLLING HILLS LA,22:54.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-14T05:00:00.000Z,1644866574,2022-02-15T05:14:09.000Z
81129,12 ROLLING HILLS LA,22:52.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-14T05:00:00.000Z,1644866573,2022-02-15T05:14:09.000Z
81134,17,55:19.0,,42.0320169,-76.7272102,,New York 17,,,,New York,,,ChIJFRk1TeYm0IkRWMxKRTRYHaw,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-14T05:00:00.000Z,1644872120,2022-02-15T05:14:10.000Z
81136,39 BARLOW LA,02:50.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-14T05:00:00.000Z,1644868971,2022-02-21T06:51:03.000Z
81138,9,04:24.0,,40.6413077,-73.9477384,,,,Brooklyn,Kings County,New York,,,ChIJo_m4Sw1dwokRrOKVnJ-xsv4,2,Area Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-14T05:00:00.000Z,1644836665,2022-02-15T05:14:12.000Z
81139,11,37:36.0,,40.7564561,-73.9435278,,11th Street,,Queens,Queens County,New York,,,ChIJPce4RMxYwokRchQHUl8ahm0,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-13T05:00:00.000Z,1644759456,2022-02-13T23:08:44.000Z
81140,12,39:36.0,,40.763219,-73.9376519,,12th Street,,Queens,Queens County,New York,,,ChIJia9ZYstYwokRS93id9ZwjAA,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-13T05:00:00.000Z,1644727177,2022-02-13T14:07:03.000Z
81141,13,16:50.0,,40.8430297,-73.9418603,,,,New York's 13th Congressional District,,New York,,,ChIJdVhlgzD0wokRCE4JkFFe4Tw,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-13T05:00:00.000Z,1644736611,2022-02-14T02:09:18.000Z
81151,15,12:43.0,,40.8322296,-73.900709,,,,Bronx,Bronx County,New York,,,ChIJSdW1wir0wokR3hddFNG4Hz0,1,Area Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,1,2022-02-13T05:00:00.000Z,1644711164,2022-02-13T11:06:30.000Z
81152,16,02:57.0,,40.9417574,-73.77132,,,,New York's 16th Congressional District,,New York,,,ChIJzUMHm2qSwokRKRtl0BfCryA,3,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-13T05:00:00.000Z,1644775378,2022-02-14T02:09:18.000Z
81156,22,17:16.0,,43.0212373,-75.5276699,,,,New York's 22nd Congressional District,,New York,,,ChIJPTVxq2_W24kRXE-kmyR45nc,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Equipment Problem,1,2022-02-13T05:00:00.000Z,1644729437,2022-02-13T17:07:39.000Z
81167,49,38:21.0,,40.755217,-73.9712403,,East 49th Street,,Manhattan,New York County,New York,,,ChIJX8cxzeJYwokRYd57fjBUGiI,13,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-02-13T05:00:00.000Z,1644759502,2022-02-13T23:08:45.000Z
81172,70 CEDAR LA,33:01.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Equipment Problem,1,2022-02-13T05:00:00.000Z,1644715982,2022-02-13T11:06:32.000Z
