,Zip_Code,August
119,11201.0,2.408500590318772
120,11203.0,2.1506982301545814
121,11204.0,2.5426456388799488
122,11205.0,2.9356060606060606
123,11206.0,3.4119988626670454
124,11207.0,3.2473811442385174
125,11208.0,2.6748614958448753
126,11209.0,2.9656648957259537
127,11210.0,2.5608320251177394
128,11211.0,3.3333333333333335
129,11212.0,2.9902642559109873
130,11213.0,2.8293241695303553
131,11214.0,3.0140201346427027
132,11215.0,2.285564166557205
133,11216.0,3.252710592160134
134,11217.0,3.1084005508557935
135,11218.0,2.8925178781086562
136,11219.0,2.720535068691251
137,11220.0,2.1544245228455754
138,11221.0,3.247116784234688
139,11222.0,2.2909777987718467
140,11223.0,3.3593281343731256
141,11224.0,4.101960784313725
142,11225.0,2.4563006969039187
143,11226.0,2.55420054200542
144,11228.0,2.978056426332288
145,11229.0,2.823151125401929
146,11230.0,3.578932116206622
147,11231.0,2.9876123390818554
148,11232.0,2.6523297491039424
149,11233.0,2.7886160201973835
150,11234.0,2.664032567049808
151,11235.0,3.7224240509661457
152,11236.0,2.340752110514198
153,11237.0,3.0101159634838393
154,11238.0,3.112494441974211
155,11239.0,4.667795972143798
156,,
157,11354.0,2.290876825038316
158,11355.0,1.9695561236346735
159,11356.0,2.026160553988202
160,11357.0,2.516309412861137
161,11358.0,2.077230359520639
162,11359.0,
163,11360.0,2.975698462555794
164,11361.0,2.1777620396600565
165,11362.0,2.543899144529491
166,11363.0,1.7744705208929592
167,11364.0,2.1110831867303346
168,11365.0,1.985645933014354
169,11366.0,2.524735585124531
170,11367.0,2.426090414954262
171,11368.0,2.8130422869668466
172,11369.0,2.164239482200647
173,11370.0,2.293577981651376
174,11371.0,
175,11372.0,1.9245212166729253
176,11373.0,1.9301731478853252
177,11374.0,2.6350866400082027
178,11375.0,2.542600295183148
179,11377.0,2.1326251408337358
180,11378.0,2.6534296028880866
181,11379.0,2.525322603024837
182,11385.0,2.4607414602557878
183,11411.0,2.499393351128367
184,11412.0,2.914389799635701
185,11413.0,2.6467203682393556
186,11414.0,3.640625
187,11415.0,2.665876777251185
188,11416.0,2.3776223776223775
189,11417.0,2.4691358024691357
190,11418.0,2.6366149266425687
191,11419.0,2.5804289544235925
192,11420.0,2.7001716872171064
193,11421.0,2.365819209039548
194,11422.0,2.6504583499402155
195,11423.0,2.494331065759637
196,11424.0,0.0
197,,
198,11426.0,2.3275145469659186
199,11427.0,2.510460251046025
200,11428.0,2.547065337763012
201,11429.0,2.5479143179255916
202,11430.0,0.0
203,11432.0,2.1251726702794604
204,11433.0,3.2643957826439576
205,11434.0,2.8938325194429373
206,11435.0,2.44151859900294
207,11436.0,2.7562111801242235
208,,
209,11691.0,3.3437720981917365
210,11692.0,3.260146373918829
211,11693.0,2.8944150020383206
212,11694.0,2.412038061518035
213,11697.0,3.4057971014492754
